,SPY,
19/12/2020,$75357.77,
20/12/2020,$75357.77,
21/12/2020,$75143.93,
22/12/2020,$75043.49,
23/12/2020,$75096.95,
24/12/2020,$75328.61,
25/12/2020,$75328.61,
26/12/2020,$75328.61,
27/12/2020,$75328.61,
28/12/2020,$75842.15,
29/12/2020,$75727.13,
30/12/2020,$75812.99,
31/12/2020,$76119.17,
1/1/2021,$76119.17,
2/1/2021,$76119.17,
3/1/2021,$76119.17,
4/1/2021,$75294.59,
5/1/2021,$75706.07,
6/1/2021,$76065.71,
7/1/2021,$76964.81,
8/1/2021,$77314.73,
9/1/2021,$77314.73,
10/1/2021,$77314.73,
11/1/2021,$76898.39,
12/1/2021,$76911.35,
13/1/2021,$77076.59,
14/1/2021,$76861.13,
15/1/2021,$76414.01,
16/1/2021,$76414.01,
17/1/2021,$76414.01,
18/1/2021,$76414.01,
19/1/2021,$76891.91,
20/1/2021,$77740.79,
21/1/2021,$77797.49,
22/1/2021,$77577.17,
23/1/2021,$77577.17,
24/1/2021,$77577.17,
25/1/2021,$77821.79,
26/1/2021,$77724.59,
27/1/2021,$76205.03,
28/1/2021,$76726.67,
29/1/2021,$76402.67,
30/1/2021,$76402.67,
31/1/2021,$76402.67,
1/2/2021,$76806.78,
2/2/2021,$77663.30,
3/2/2021,$77711.60,
4/2/2021,$78410.34,
5/2/2021,$78655.06,
6/2/2021,$78655.06,
7/2/2021,$78655.06,
8/2/2021,$79105.86,
9/2/2021,$79064.00,
10/2/2021,$79036.63,
11/2/2021,$79138.06,
12/2/2021,$79448.79,
13/2/2021,$79448.79,
14/2/2021,$79448.79,
15/2/2021,$79448.79,
16/2/2021,$79394.05,
17/2/2021,$79408.54,
18/2/2021,$79139.67,
19/2/2021,$79028.58,
20/2/2021,$79028.58,
21/2/2021,$79028.58,
22/2/2021,$78545.58,
23/2/2021,$78621.25,
24/2/2021,$79308.72,
25/2/2021,$77788.88,
26/2/2021,$77471.71,
27/2/2021,$77471.71,
28/2/2021,$77471.71,
1/3/2021,$78956.13,
2/3/2021,$78466.69,
3/3/2021,$77642.37,
4/3/2021,$77610.17,
5/3/2021,$78111.03,
6/3/2021,$78111.03,
7/3/2021,$78111.03,
8/3/2021,$77809.25,
9/3/2021,$78670.35,
10/3/2021,$79051.13,
11/3/2021,$79675.23,
12/3/2021,$79758.97,
13/3/2021,$79758.97,
14/3/2021,$79758.97,
15/3/2021,$80130.27,
16/3/2021,$80051.27,
17/3/2021,$80264.57,
18/3/2021,$79351.33,
19/3/2021,$79035.33,
20/3/2021,$79035.33,
21/3/2021,$79035.33,
22/3/2021,$79526.71,
23/3/2021,$79038.49,
24/3/2021,$78725.65,
25/3/2021,$79066.37,
26/3/2021,$80052.33,
27/3/2021,$80052.33,
28/3/2021,$80052.33,
29/3/2021,$80020.93,
30/3/2021,$79856.08,
31/3/2021,$80107.28,
1/4/2021,$80779.24,
2/4/2021,$80779.24,
3/4/2021,$80779.24,
4/4/2021,$80779.24,
5/4/2021,$81681.99,
6/4/2021,$81644.31,
7/4/2021,$81718.10,
8/4/2021,$82021.11,
9/4/2021,$82487.40,
10/4/2021,$82487.40,
11/4/2021,$82487.40,
12/4/2021,$82510.95,
13/4/2021,$82702.49,
14/4/2021,$82481.12,
15/4/2021,$83175.06,
16/4/2021,$83393.29,
17/4/2021,$83393.29,
18/4/2021,$83393.29,
19/4/2021,$83071.44,
20/4/2021,$82594.16,
21/4/2021,$83206.46,
22/4/2021,$82609.86,
23/4/2021,$83311.65,
24/4/2021,$83311.65,
25/4/2021,$83311.65,
26/4/2021,$83448.24,
27/4/2021,$83434.11,
28/4/2021,$83415.27,
29/4/2021,$83832.89,
30/4/2021,$83399.57,
1/5/2021,$83399.57,
2/5/2021,$83399.57,
3/5/2021,$83540.87,
4/5/2021,$83135.81,
5/5/2021,$83156.22,
6/5/2021,$83677.46,
7/5/2021,$84156.31,
8/5/2021,$84156.31,
9/5/2021,$84156.31,
10/5/2021,$83500.05,
11/5/2021,$82914.44,
12/5/2021,$81532.84,
13/5/2021,$82297.43,
14/5/2021,$83286.53,
15/5/2021,$83286.53,
16/5/2021,$83286.53,
17/5/2021,$83120.11,
18/5/2021,$82558.05,
19/5/2021,$82384.55,
20/5/2021,$83074.07,
21/5/2021,$83021.03,
22/5/2021,$83021.03,
23/5/2021,$83021.03,
24/5/2021,$83680.91,
25/5/2021,$83535.83,
26/5/2021,$83665.31,
27/5/2021,$83699.63,
28/5/2021,$83816.63,
29/5/2021,$83816.63,
30/5/2021,$83816.63,
31/5/2021,$83816.63,
1/6/2021,$83758.91,
2/6/2021,$83861.87,
3/6/2021,$83618.51,
4/6/2021,$84215.99,
5/6/2021,$84215.99,
6/6/2021,$84215.99,
7/6/2021,$84152.03,
8/6/2021,$84166.07,
9/6/2021,$84067.79,
10/6/2021,$84373.55,
11/6/2021,$84482.75,
12/6/2021,$84482.75,
13/6/2021,$84482.75,
14/6/2021,$84630.95,
15/6/2021,$84509.27,
16/6/2021,$84139.55,
17/6/2021,$84117.71,
18/6/2021,$83356.43,
19/6/2021,$83356.43,
20/6/2021,$83356.43,
21/6/2021,$83981.67,
22/6/2021,$84328.17,
23/6/2021,$84249.63,
24/6/2021,$84634.63,
25/6/2021,$84867.17,
26/6/2021,$84867.17,
27/6/2021,$84867.17,
28/6/2021,$84999.61,
29/6/2021,$85035.03,
30/6/2021,$85090.47,
1/7/2021,$85455.45,
2/7/2021,$85962.11,
3/7/2021,$85962.11,
4/7/2021,$85962.11,
5/7/2021,$85962.11,
6/7/2021,$85840.45,
7/7/2021,$86076.07,
8/7/2021,$85530.91,
9/7/2021,$86239.31,
10/7/2021,$86239.31,
11/7/2021,$86239.31,
12/7/2021,$86479.55,
13/7/2021,$86250.09,
14/7/2021,$86350.19,
15/7/2021,$86120.73,
16/7/2021,$85595.59,
17/7/2021,$85595.59,
18/7/2021,$85595.59,
19/7/2021,$84614.61,
20/7/2021,$85552.47,
21/7/2021,$86089.93,
22/7/2021,$86230.07,
23/7/2021,$86919.99,
24/7/2021,$86919.99,
25/7/2021,$86919.99,
26/7/2021,$87086.31,
27/7/2021,$86776.77,
28/7/2021,$86749.05,
29/7/2021,$87029.33,
30/7/2021,$86699.77,
31/7/2021,$86699.77,
1/8/2021,$86699.77,
2/8/2021,$86558.09,
3/8/2021,$87106.33,
4/8/2021,$86772.15,
5/8/2021,$87200.27,
6/8/2021,$87312.69,
7/8/2021,$87312.69,
8/8/2021,$87312.69,
9/8/2021,$87257.25,
10/8/2021,$87341.95,
11/8/2021,$87511.35,
12/8/2021,$87716.17,
13/8/2021,$87840.91,
14/8/2021,$87840.91,
15/8/2021,$87840.91,
16/8/2021,$88002.61,
17/8/2021,$87551.39,
18/8/2021,$86802.95,
19/8/2021,$86907.67,
20/8/2021,$87446.67,
21/8/2021,$87446.67,
22/8/2021,$87446.67,
23/8/2021,$88047.27,
24/8/2021,$88156.61,
25/8/2021,$88301.37,
26/8/2021,$87893.27,
27/8/2021,$88507.73,
28/8/2021,$88507.73,
29/8/2021,$88507.73,
30/8/2021,$88812.65,
31/8/2021,$88709.47,
1/9/2021,$88746.43,
2/9/2021,$88960.49,
3/9/2021,$88943.55,
4/9/2021,$88943.55,
5/9/2021,$88943.55,
6/9/2021,$88943.55,
7/9/2021,$88694.07,
8/9/2021,$88609.37,
9/9/2021,$88312.15,
10/9/2021,$87766.99,
11/9/2021,$87766.99,
12/9/2021,$87766.99,
13/9/2021,$87942.55,
14/9/2021,$87571.41,
15/9/2021,$88142.75,
16/9/2021,$88033.41,
17/9/2021,$87686.91,
18/9/2021,$87686.91,
19/9/2021,$87686.91,
20/9/2021,$87686.91,
21/9/2021,$87686.91,
22/9/2021,$87686.91,
23/9/2021,$88196.40,
24/9/2021,$88308.09,
25/9/2021,$88308.09,
26/9/2021,$88308.09,
27/9/2021,$88139.79,
28/9/2021,$88139.79,
29/9/2021,$88139.79,
30/9/2021,$88139.79,
1/10/2021,$88139.79,
2/10/2021,$88139.79,
3/10/2021,$88139.79,
4/10/2021,$88139.79,
5/10/2021,$88139.79,
6/10/2021,$88139.79,
7/10/2021,$88139.79,
8/10/2021,$88139.79,
9/10/2021,$88139.79,
10/10/2021,$88139.79,
11/10/2021,$88139.79,
12/10/2021,$88139.79,
13/10/2021,$88139.79,
14/10/2021,$88139.79,
15/10/2021,$88310.03,
16/10/2021,$88310.03,
17/10/2021,$88310.03,
18/10/2021,$88510.67,
19/10/2021,$89035.07,
20/10/2021,$89304.11,
21/10/2021,$89483.47,
22/10/2021,$89412.03,
23/10/2021,$89412.03,
24/10/2021,$89412.03,
25/10/2021,$89781.39,
26/10/2021,$89843.71,
27/10/2021,$89536.67,
28/10/2021,$90202.43,
29/10/2021,$90343.79,
30/10/2021,$90343.79,
31/10/2021,$90343.79,
1/11/2021,$90463.87,
2/11/2021,$90746.59,
3/11/2021,$91175.23,
4/11/2021,$91508.11,
5/11/2021,$91754.35,
6/11/2021,$91754.35,
7/11/2021,$91754.35,
8/11/2021,$91815.15,
9/11/2021,$91579.55,
10/11/2021,$91008.03,
11/11/2021,$91030.83,
12/11/2021,$91562.83,
13/11/2021,$91562.83,
14/11/2021,$91562.83,
15/11/2021,$91587.15,
16/11/2021,$91868.35,
17/11/2021,$91695.07,
18/11/2021,$91936.75,
19/11/2021,$91809.07,
20/11/2021,$91809.07,
21/11/2021,$91809.07,
22/11/2021,$91608.43,
23/11/2021,$91702.67,
24/11/2021,$91892.67,
25/11/2021,$91892.67,
26/11/2021,$90301.23,
27/11/2021,$90301.23,
28/11/2021,$90301.23,
29/11/2021,$91156.99,
30/11/2021,$89782.91,
1/12/2021,$90707.07,
2/12/2021,$91707.57,
3/12/2021,$91110.57,
4/12/2021,$91110.57,
5/12/2021,$91110.57,
6/12/2021,$91916.07,
7/12/2021,$93339.57,
8/12/2021,$93525.57,
9/12/2021,$93050.07,
10/12/2021,$93708.57,
11/12/2021,$93708.57,
12/12/2021,$93708.57,
13/12/2021,$93083.07,
14/12/2021,$92601.57,
15/12/2021,$93687.57,
16/12/2021,$93065.07,
17/12/2021,$92078.07,
18/12/2021,$92078.07,
19/12/2021,$92078.07,
20/12/2021,$91269.57,
21/12/2021,$91923.72,
22/12/2021,$92604.33,
23/12/2021,$93032.10,
24/12/2021,$93032.10,
25/12/2021,$93032.10,
26/12/2021,$93032.10,
27/12/2021,$94011.12,
28/12/2021,$93953.79,
29/12/2021,$94043.46,
30/12/2021,$93849.42,
31/12/2021,$93673.02,
