,SPY,Cash,
1/1/2010,$25000.00,
2/1/2010,$25000.00,
3/1/2010,$25000.00,
4/1/2010,$25159.26,$53.86,
5/1/2010,$25225.86,$53.86,
6/1/2010,$25243.62,$53.86,
7/1/2010,$25350.18,$53.86,
8/1/2010,$25434.54,$53.86,
9/1/2010,$25434.54,$53.86,
10/1/2010,$25434.54,$53.86,
11/1/2010,$25470.06,$53.86,
12/1/2010,$25232.52,$53.86,
13/1/2010,$25445.64,$53.86,
14/1/2010,$25514.46,$53.86,
15/1/2010,$25228.08,$53.86,
16/1/2010,$25228.08,$53.86,
17/1/2010,$25228.08,$53.86,
18/1/2010,$25228.08,$53.86,
19/1/2010,$25543.32,$53.86,
20/1/2010,$25283.58,$53.86,
21/1/2010,$24797.40,$53.86,
22/1/2010,$24244.62,$53.86,
23/1/2010,$24244.62,$53.86,
24/1/2010,$24244.62,$53.86,
25/1/2010,$24368.94,$53.86,
26/1/2010,$0,$24327.34,
27/1/2010,$0,$24327.34,
28/1/2010,$0,$24327.34,
29/1/2010,$0,$24327.34,
30/1/2010,$0,$24327.34,
31/1/2010,$0,$24327.34,
1/2/2010,$0,$24327.34,
2/2/2010,$0,$24327.34,
3/2/2010,$0,$24327.34,
4/2/2010,$0,$24327.34,
5/2/2010,$0,$24327.34,
6/2/2010,$0,$24327.34,
7/2/2010,$0,$24327.34,
8/2/2010,$0,$24327.34,
9/2/2010,$0,$24327.34,
10/2/2010,$0,$24327.34,
11/2/2010,$0,$24327.34,
12/2/2010,$0,$24327.34,
13/2/2010,$0,$24327.34,
14/2/2010,$0,$24327.34,
15/2/2010,$0,$24327.34,
16/2/2010,$0,$24327.34,
17/2/2010,$0,$24327.34,
18/2/2010,$0,$24327.34,
19/2/2010,$0,$24327.34,
20/2/2010,$0,$24327.34,
21/2/2010,$0,$24327.34,
22/2/2010,$0,$24327.34,
23/2/2010,$0,$24327.34,
24/2/2010,$0,$24327.34,
25/2/2010,$0,$24327.34,
26/2/2010,$0,$24327.34,
27/2/2010,$0,$24327.34,
28/2/2010,$0,$24327.34,
1/3/2010,$0,$24327.34,
2/3/2010,$24235.20,$55.42,
3/3/2010,$24256.80,$55.42,
4/3/2010,$24330.24,$55.42,
5/3/2010,$24678.00,$55.42,
6/3/2010,$24678.00,$55.42,
7/3/2010,$24678.00,$55.42,
8/3/2010,$24682.32,$55.42,
9/3/2010,$24723.36,$55.42,
10/3/2010,$24833.52,$55.42,
11/3/2010,$24937.20,$55.42,
12/3/2010,$24939.36,$55.42,
13/3/2010,$24939.36,$55.42,
14/3/2010,$24939.36,$55.42,
15/3/2010,$24945.84,$55.42,
16/3/2010,$25144.56,$55.42,
17/3/2010,$25293.60,$55.42,
18/3/2010,$25280.64,$55.42,
19/3/2010,$25049.52,$159.10,
20/3/2010,$25049.52,$159.10,
21/3/2010,$25049.52,$159.10,
22/3/2010,$25183.44,$159.10,
23/3/2010,$25360.56,$159.10,
24/3/2010,$25237.44,$159.10,
25/3/2010,$25196.40,$159.10,
26/3/2010,$25181.28,$159.10,
27/3/2010,$25181.28,$159.10,
28/3/2010,$25181.28,$159.10,
29/3/2010,$25341.12,$159.10,
30/3/2010,$25358.40,$159.10,
31/3/2010,$25272.00,$159.10,
1/4/2010,$25444.80,$159.10,
2/4/2010,$25444.80,$159.10,
3/4/2010,$25444.80,$159.10,
4/4/2010,$25444.80,$159.10,
5/4/2010,$25652.16,$159.10,
6/4/2010,$25712.64,$159.10,
7/4/2010,$25565.76,$159.10,
8/4/2010,$25654.32,$159.10,
9/4/2010,$25822.80,$159.10,
10/4/2010,$25822.80,$159.10,
11/4/2010,$25822.80,$159.10,
12/4/2010,$25863.84,$159.10,
13/4/2010,$25883.28,$159.10,
14/4/2010,$26177.04,$159.10,
15/4/2010,$26198.64,$159.10,
16/4/2010,$25781.76,$159.10,
17/4/2010,$25781.76,$159.10,
18/4/2010,$25781.76,$159.10,
19/4/2010,$25878.96,$159.10,
20/4/2010,$26110.08,$159.10,
21/4/2010,$26062.56,$159.10,
22/4/2010,$26140.32,$159.10,
23/4/2010,$26310.96,$159.10,
24/4/2010,$26310.96,$159.10,
25/4/2010,$26310.96,$159.10,
26/4/2010,$26211.60,$159.10,
27/4/2010,$25591.68,$159.10,
28/4/2010,$25786.08,$159.10,
29/4/2010,$26105.76,$159.10,
30/4/2010,$25662.96,$159.10,
1/5/2010,$25662.96,$159.10,
2/5/2010,$25662.96,$159.10,
3/5/2010,$25995.60,$159.10,
4/5/2010,$25384.32,$159.10,
5/5/2010,$25233.12,$159.10,
6/5/2010,$24395.04,$159.10,
7/5/2010,$0,$24489.34,
8/5/2010,$0,$24489.34,
9/5/2010,$0,$24489.34,
10/5/2010,$0,$24489.34,
11/5/2010,$0,$24489.34,
12/5/2010,$0,$24489.34,
13/5/2010,$0,$24489.34,
14/5/2010,$0,$24489.34,
15/5/2010,$0,$24489.34,
16/5/2010,$0,$24489.34,
17/5/2010,$0,$24489.34,
18/5/2010,$0,$24489.34,
19/5/2010,$0,$24489.34,
20/5/2010,$0,$24489.34,
21/5/2010,$0,$24489.34,
22/5/2010,$0,$24489.34,
23/5/2010,$0,$24489.34,
24/5/2010,$0,$24489.34,
25/5/2010,$0,$24489.34,
26/5/2010,$0,$24489.34,
27/5/2010,$0,$24489.34,
28/5/2010,$0,$24489.34,
29/5/2010,$0,$24489.34,
30/5/2010,$0,$24489.34,
31/5/2010,$0,$24489.34,
1/6/2010,$0,$24489.34,
2/6/2010,$0,$24489.34,
3/6/2010,$0,$24489.34,
4/6/2010,$0,$24489.34,
5/6/2010,$0,$24489.34,
6/6/2010,$0,$24489.34,
7/6/2010,$0,$24489.34,
8/6/2010,$0,$24489.34,
9/6/2010,$0,$24489.34,
10/6/2010,$0,$24489.34,
11/6/2010,$0,$24489.34,
12/6/2010,$0,$24489.34,
13/6/2010,$0,$24489.34,
14/6/2010,$0,$24489.34,
15/6/2010,$0,$24489.34,
16/6/2010,$0,$24489.34,
17/6/2010,$0,$24489.34,
18/6/2010,$0,$24489.34,
19/6/2010,$0,$24489.34,
20/6/2010,$0,$24489.34,
21/6/2010,$0,$24489.34,
22/6/2010,$0,$24489.34,
23/6/2010,$0,$24489.34,
24/6/2010,$0,$24489.34,
25/6/2010,$0,$24489.34,
26/6/2010,$0,$24489.34,
27/6/2010,$0,$24489.34,
28/6/2010,$0,$24489.34,
29/6/2010,$0,$24489.34,
30/6/2010,$0,$24489.34,
1/7/2010,$0,$24489.34,
2/7/2010,$0,$24489.34,
3/7/2010,$0,$24489.34,
4/7/2010,$0,$24489.34,
5/7/2010,$0,$24489.34,
6/7/2010,$0,$24489.34,
7/7/2010,$0,$24489.34,
8/7/2010,$0,$24489.34,
9/7/2010,$0,$24489.34,
10/7/2010,$0,$24489.34,
11/7/2010,$0,$24489.34,
12/7/2010,$0,$24489.34,
13/7/2010,$0,$24489.34,
14/7/2010,$0,$24489.34,
15/7/2010,$0,$24489.34,
16/7/2010,$0,$24489.34,
17/7/2010,$0,$24489.34,
18/7/2010,$0,$24489.34,
19/7/2010,$0,$24489.34,
20/7/2010,$0,$24489.34,
21/7/2010,$0,$24489.34,
22/7/2010,$0,$24489.34,
23/7/2010,$0,$24489.34,
24/7/2010,$0,$24489.34,
25/7/2010,$0,$24489.34,
26/7/2010,$24654.76,$46.74,
27/7/2010,$24652.55,$46.74,
28/7/2010,$24493.43,$46.74,
29/7/2010,$24374.09,$46.74,
30/7/2010,$24369.67,$46.74,
31/7/2010,$24369.67,$46.74,
1/8/2010,$24369.67,$46.74,
2/8/2010,$24919.96,$46.74,
3/8/2010,$24800.62,$46.74,
4/8/2010,$24966.37,$46.74,
5/8/2010,$24939.85,$46.74,
6/8/2010,$24838.19,$46.74,
7/8/2010,$24838.19,$46.74,
8/8/2010,$24838.19,$46.74,
9/8/2010,$24970.79,$46.74,
10/8/2010,$24835.98,$46.74,
11/8/2010,$24155.30,$46.74,
12/8/2010,$24007.23,$46.74,
13/8/2010,$23936.51,$46.74,
14/8/2010,$23936.51,$46.74,
15/8/2010,$23936.51,$46.74,
16/8/2010,$23925.46,$46.74,
17/8/2010,$0,$24177.73,
18/8/2010,$0,$24177.73,
19/8/2010,$0,$24177.73,
20/8/2010,$0,$24177.73,
21/8/2010,$0,$24177.73,
22/8/2010,$0,$24177.73,
23/8/2010,$0,$24177.73,
24/8/2010,$0,$24177.73,
25/8/2010,$0,$24177.73,
26/8/2010,$0,$24177.73,
27/8/2010,$0,$24177.73,
28/8/2010,$0,$24177.73,
29/8/2010,$0,$24177.73,
30/8/2010,$0,$24177.73,
31/8/2010,$0,$24177.73,
1/9/2010,$0,$24177.73,
2/9/2010,$0,$24177.73,
3/9/2010,$0,$24177.73,
4/9/2010,$0,$24177.73,
5/9/2010,$0,$24177.73,
6/9/2010,$0,$24177.73,
7/9/2010,$24011.16,$6.70,
8/9/2010,$24179.79,$6.70,
9/9/2010,$24291.48,$6.70,
10/9/2010,$24414.12,$6.70,
11/9/2010,$24414.12,$6.70,
12/9/2010,$24414.12,$6.70,
13/9/2010,$24685.68,$6.70,
14/9/2010,$24670.35,$6.70,
15/9/2010,$24764.52,$6.70,
16/9/2010,$24757.95,$6.70,
17/9/2010,$24635.31,$138.54,
18/9/2010,$24635.31,$138.54,
19/9/2010,$24635.31,$138.54,
20/9/2010,$25011.99,$138.54,
21/9/2010,$24961.62,$138.54,
22/9/2010,$24838.98,$138.54,
23/9/2010,$24637.50,$138.54,
24/9/2010,$25145.58,$138.54,
25/9/2010,$25145.58,$138.54,
26/9/2010,$25145.58,$138.54,
27/9/2010,$25025.13,$138.54,
28/9/2010,$25112.73,$138.54,
29/9/2010,$25068.93,$138.54,
30/9/2010,$24994.47,$138.54,
1/10/2010,$25099.59,$138.54,
2/10/2010,$25099.59,$138.54,
3/10/2010,$25099.59,$138.54,
4/10/2010,$24911.25,$138.54,
5/10/2010,$25412.76,$138.54,
6/10/2010,$25410.57,$138.54,
7/10/2010,$25379.91,$138.54,
8/10/2010,$25522.26,$138.54,
9/10/2010,$25522.26,$138.54,
10/10/2010,$25522.26,$138.54,
11/10/2010,$25546.35,$138.54,
12/10/2010,$25625.19,$138.54,
13/10/2010,$25824.48,$138.54,
14/10/2010,$25723.74,$138.54,
15/10/2010,$25776.30,$138.54,
16/10/2010,$25776.30,$138.54,
17/10/2010,$25776.30,$138.54,
18/10/2010,$25903.32,$138.54,
19/10/2010,$25563.87,$138.54,
20/10/2010,$25813.53,$138.54,
21/10/2010,$25870.47,$138.54,
22/10/2010,$25918.65,$138.54,
23/10/2010,$25918.65,$138.54,
24/10/2010,$25918.65,$138.54,
25/10/2010,$25995.30,$138.54,
26/10/2010,$25999.68,$138.54,
27/10/2010,$25925.22,$138.54,
28/10/2010,$25929.60,$138.54,
29/10/2010,$25949.31,$138.54,
30/10/2010,$25949.31,$138.54,
31/10/2010,$25949.31,$138.54,
1/11/2010,$25958.07,$138.54,
2/11/2010,$26163.93,$138.54,
3/11/2010,$26269.05,$138.54,
4/11/2010,$26774.94,$138.54,
5/11/2010,$26875.68,$138.54,
6/11/2010,$26875.68,$138.54,
7/11/2010,$26875.68,$138.54,
8/11/2010,$26825.31,$138.54,
9/11/2010,$26632.59,$138.54,
10/11/2010,$26739.90,$138.54,
11/11/2010,$26639.16,$138.54,
12/11/2010,$26323.80,$138.54,
13/11/2010,$26323.80,$138.54,
14/11/2010,$26323.80,$138.54,
15/11/2010,$26286.57,$138.54,
16/11/2010,$25877.04,$138.54,
17/11/2010,$25890.18,$138.54,
18/11/2010,$26271.24,$138.54,
19/11/2010,$26343.51,$138.54,
20/11/2010,$26343.51,$138.54,
21/11/2010,$26343.51,$138.54,
22/11/2010,$26321.61,$138.54,
23/11/2010,$25940.55,$138.54,
24/11/2010,$26323.80,$138.54,
25/11/2010,$26323.80,$138.54,
26/11/2010,$26017.20,$138.54,
27/11/2010,$26017.20,$138.54,
28/11/2010,$26017.20,$138.54,
29/11/2010,$26096.04,$138.54,
30/11/2010,$25949.31,$138.54,
1/12/2010,$26501.19,$138.54,
2/12/2010,$26840.64,$138.54,
3/12/2010,$26912.91,$138.54,
4/12/2010,$26912.91,$138.54,
5/12/2010,$26912.91,$138.54,
6/12/2010,$26884.44,$138.54,
7/12/2010,$26899.77,$138.54,
8/12/2010,$26998.32,$138.54,
9/12/2010,$27103.44,$138.54,
10/12/2010,$27261.12,$138.54,
11/12/2010,$27261.12,$138.54,
12/12/2010,$27261.12,$138.54,
13/12/2010,$27278.64,$138.54,
14/12/2010,$27302.73,$138.54,
15/12/2010,$27177.90,$138.54,
16/12/2010,$27335.58,$138.54,
17/12/2010,$27221.70,$281.55,
18/12/2010,$27221.70,$281.55,
19/12/2010,$27221.70,$281.55,
20/12/2010,$27287.40,$281.55,
21/12/2010,$27460.41,$281.55,
22/12/2010,$27545.82,$281.55,
23/12/2010,$27506.40,$281.55,
24/12/2010,$27506.40,$281.55,
25/12/2010,$27506.40,$281.55,
26/12/2010,$27506.40,$281.55,
27/12/2010,$27517.35,$281.55,
28/12/2010,$27556.77,$281.55,
29/12/2010,$27576.48,$281.55,
30/12/2010,$27532.68,$281.55,
31/12/2010,$27539.25,$281.55,
1/1/2011,$27539.25,$281.55,
2/1/2011,$27539.25,$281.55,
3/1/2011,$27823.95,$281.55,
4/1/2011,$27808.62,$281.55,
5/1/2011,$27953.16,$281.55,
6/1/2011,$27898.41,$281.55,
7/1/2011,$27843.66,$281.55,
8/1/2011,$27843.66,$281.55,
9/1/2011,$27843.66,$281.55,
10/1/2011,$27808.62,$281.55,
11/1/2011,$27907.17,$281.55,
12/1/2011,$28159.02,$281.55,
13/1/2011,$28113.03,$281.55,
14/1/2011,$28316.70,$281.55,
15/1/2011,$28316.70,$281.55,
16/1/2011,$28316.70,$281.55,
17/1/2011,$28316.70,$281.55,
18/1/2011,$28364.88,$281.55,
19/1/2011,$28086.75,$281.55,
20/1/2011,$28049.52,$281.55,
21/1/2011,$28113.03,$281.55,
22/1/2011,$28113.03,$281.55,
23/1/2011,$28113.03,$281.55,
24/1/2011,$28272.90,$281.55,
25/1/2011,$28288.23,$281.55,
26/1/2011,$28397.73,$281.55,
27/1/2011,$28467.81,$281.55,
28/1/2011,$27970.68,$281.55,
29/1/2011,$27970.68,$281.55,
30/1/2011,$27970.68,$281.55,
31/1/2011,$28180.92,$281.55,
1/2/2011,$28632.06,$281.55,
2/2/2011,$28577.31,$281.55,
3/2/2011,$28640.82,$281.55,
4/2/2011,$28721.85,$281.55,
5/2/2011,$28721.85,$281.55,
6/2/2011,$28721.85,$281.55,
7/2/2011,$28901.43,$281.55,
8/2/2011,$29032.83,$281.55,
9/2/2011,$28967.13,$281.55,
10/2/2011,$28978.08,$281.55,
11/2/2011,$29151.09,$281.55,
12/2/2011,$29151.09,$281.55,
13/2/2011,$29151.09,$281.55,
14/2/2011,$29221.17,$281.55,
15/2/2011,$29129.19,$281.55,
16/2/2011,$29313.15,$281.55,
17/2/2011,$29400.75,$281.55,
18/2/2011,$29462.07,$281.55,
19/2/2011,$29462.07,$281.55,
20/2/2011,$29462.07,$281.55,
21/2/2011,$29462.07,$281.55,
22/2/2011,$28870.77,$281.55,
23/2/2011,$28693.38,$281.55,
24/2/2011,$28673.67,$281.55,
25/2/2011,$28980.27,$281.55,
26/2/2011,$28980.27,$281.55,
27/2/2011,$28980.27,$281.55,
28/2/2011,$29159.85,$281.55,
1/3/2011,$28673.67,$281.55,
2/3/2011,$28734.99,$281.55,
3/3/2011,$29229.93,$281.55,
4/3/2011,$29010.93,$281.55,
5/3/2011,$29010.93,$281.55,
6/3/2011,$29010.93,$281.55,
7/3/2011,$28783.17,$281.55,
8/3/2011,$29035.02,$281.55,
9/3/2011,$28993.41,$281.55,
10/3/2011,$28456.86,$281.55,
11/3/2011,$28653.96,$281.55,
12/3/2011,$28653.96,$281.55,
13/3/2011,$28653.96,$281.55,
14/3/2011,$28480.95,$281.55,
15/3/2011,$0,$28004.76,
16/3/2011,$0,$28004.76,
17/3/2011,$0,$28004.76,
18/3/2011,$0,$28004.76,
19/3/2011,$0,$28004.76,
20/3/2011,$0,$28004.76,
21/3/2011,$0,$28004.76,
22/3/2011,$0,$28004.76,
23/3/2011,$0,$28004.76,
24/3/2011,$0,$28004.76,
25/3/2011,$0,$28004.76,
26/3/2011,$0,$28004.76,
27/3/2011,$0,$28004.76,
28/3/2011,$0,$28004.76,
29/3/2011,$28086.18,$129.45,
30/3/2011,$28280.01,$129.45,
31/3/2011,$28241.67,$129.45,
1/4/2011,$28360.95,$129.45,
2/4/2011,$28360.95,$129.45,
3/4/2011,$28360.95,$129.45,
4/4/2011,$28384.38,$129.45,
5/4/2011,$28380.12,$129.45,
6/4/2011,$28469.58,$129.45,
7/4/2011,$28397.16,$129.45,
8/4/2011,$28299.18,$129.45,
9/4/2011,$28299.18,$129.45,
10/4/2011,$28299.18,$129.45,
11/4/2011,$28213.98,$129.45,
12/4/2011,$28003.11,$129.45,
13/4/2011,$28000.98,$129.45,
14/4/2011,$28022.28,$129.45,
15/4/2011,$28124.52,$129.45,
16/4/2011,$28124.52,$129.45,
17/4/2011,$28124.52,$129.45,
18/4/2011,$0,$27945.12,
19/4/2011,$0,$27945.12,
20/4/2011,$27951.00,$40.32,
21/4/2011,$28093.80,$40.32,
22/4/2011,$28093.80,$40.32,
23/4/2011,$28093.80,$40.32,
24/4/2011,$28093.80,$40.32,
25/4/2011,$28064.40,$40.32,
26/4/2011,$28305.90,$40.32,
27/4/2011,$28490.70,$40.32,
28/4/2011,$28583.10,$40.32,
29/4/2011,$28650.30,$40.32,
30/4/2011,$28650.30,$40.32,
1/5/2011,$28650.30,$40.32,
2/5/2011,$28606.20,$40.32,
3/5/2011,$28503.30,$40.32,
4/5/2011,$28314.30,$40.32,
5/5/2011,$28058.10,$40.32,
6/5/2011,$28182.00,$40.32,
7/5/2011,$28182.00,$40.32,
8/5/2011,$28182.00,$40.32,
9/5/2011,$28291.20,$40.32,
10/5/2011,$28532.70,$40.32,
11/5/2011,$28232.40,$40.32,
12/5/2011,$28366.80,$40.32,
13/5/2011,$28148.40,$40.32,
14/5/2011,$28148.40,$40.32,
15/5/2011,$28148.40,$40.32,
16/5/2011,$27969.90,$40.32,
17/5/2011,$27965.70,$40.32,
18/5/2011,$28215.60,$40.32,
19/5/2011,$28282.80,$40.32,
20/5/2011,$28058.10,$40.32,
21/5/2011,$28058.10,$40.32,
22/5/2011,$28058.10,$40.32,
23/5/2011,$27732.60,$40.32,
24/5/2011,$27709.50,$40.32,
25/5/2011,$27801.90,$40.32,
26/5/2011,$0,$27766.62,
27/5/2011,$0,$27766.62,
28/5/2011,$0,$27766.62,
29/5/2011,$0,$27766.62,
30/5/2011,$0,$27766.62,
31/5/2011,$0,$27766.62,
1/6/2011,$0,$27766.62,
2/6/2011,$0,$27766.62,
3/6/2011,$0,$27766.62,
4/6/2011,$0,$27766.62,
5/6/2011,$0,$27766.62,
6/6/2011,$0,$27766.62,
7/6/2011,$0,$27766.62,
8/6/2011,$0,$27766.62,
9/6/2011,$0,$27766.62,
10/6/2011,$0,$27766.62,
11/6/2011,$0,$27766.62,
12/6/2011,$0,$27766.62,
13/6/2011,$0,$27766.62,
14/6/2011,$0,$27766.62,
15/6/2011,$0,$27766.62,
16/6/2011,$0,$27766.62,
17/6/2011,$0,$27766.62,
18/6/2011,$0,$27766.62,
19/6/2011,$0,$27766.62,
20/6/2011,$0,$27766.62,
21/6/2011,$0,$27766.62,
22/6/2011,$0,$27766.62,
23/6/2011,$0,$27766.62,
24/6/2011,$0,$27766.62,
25/6/2011,$0,$27766.62,
26/6/2011,$0,$27766.62,
27/6/2011,$0,$27766.62,
28/6/2011,$0,$27766.62,
29/6/2011,$0,$27766.62,
30/6/2011,$0,$27766.62,
1/7/2011,$0,$27766.62,
2/7/2011,$0,$27766.62,
3/7/2011,$0,$27766.62,
4/7/2011,$0,$27766.62,
5/7/2011,$27698.67,$74.16,
6/7/2011,$27731.79,$74.16,
7/7/2011,$28019.52,$74.16,
8/7/2011,$27820.80,$74.16,
9/7/2011,$27820.80,$74.16,
10/7/2011,$27820.80,$74.16,
11/7/2011,$27317.79,$74.16,
12/7/2011,$27199.80,$74.16,
13/7/2011,$27290.88,$74.16,
14/7/2011,$27102.51,$74.16,
15/7/2011,$27259.83,$74.16,
16/7/2011,$27259.83,$74.16,
17/7/2011,$27259.83,$74.16,
18/7/2011,$0,$27207.72,
19/7/2011,$27475.11,$20.34,
20/7/2011,$27458.55,$20.34,
21/7/2011,$27839.43,$20.34,
22/7/2011,$27858.06,$20.34,
23/7/2011,$27858.06,$20.34,
24/7/2011,$27858.06,$20.34,
25/7/2011,$27702.81,$20.34,
26/7/2011,$27599.31,$20.34,
27/7/2011,$27034.20,$20.34,
28/7/2011,$26955.54,$20.34,
29/7/2011,$26771.31,$20.34,
30/7/2011,$26771.31,$20.34,
31/7/2011,$26771.31,$20.34,
1/8/2011,$0,$27104.22,
2/8/2011,$0,$27104.22,
3/8/2011,$0,$27104.22,
4/8/2011,$0,$27104.22,
5/8/2011,$0,$27104.22,
6/8/2011,$0,$27104.22,
7/8/2011,$0,$27104.22,
8/8/2011,$0,$27104.22,
9/8/2011,$0,$27104.22,
10/8/2011,$0,$27104.22,
11/8/2011,$0,$27104.22,
12/8/2011,$0,$27104.22,
13/8/2011,$0,$27104.22,
14/8/2011,$0,$27104.22,
15/8/2011,$0,$27104.22,
16/8/2011,$0,$27104.22,
17/8/2011,$0,$27104.22,
18/8/2011,$0,$27104.22,
19/8/2011,$0,$27104.22,
20/8/2011,$0,$27104.22,
21/8/2011,$0,$27104.22,
22/8/2011,$0,$27104.22,
23/8/2011,$0,$27104.22,
24/8/2011,$0,$27104.22,
25/8/2011,$0,$27104.22,
26/8/2011,$0,$27104.22,
27/8/2011,$0,$27104.22,
28/8/2011,$0,$27104.22,
29/8/2011,$0,$27104.22,
30/8/2011,$0,$27104.22,
31/8/2011,$0,$27104.22,
1/9/2011,$0,$27104.22,
2/9/2011,$0,$27104.22,
3/9/2011,$0,$27104.22,
4/9/2011,$0,$27104.22,
5/9/2011,$0,$27104.22,
6/9/2011,$0,$27104.22,
7/9/2011,$0,$27104.22,
8/9/2011,$0,$27104.22,
9/9/2011,$0,$27104.22,
10/9/2011,$0,$27104.22,
11/9/2011,$0,$27104.22,
12/9/2011,$0,$27104.22,
13/9/2011,$0,$27104.22,
14/9/2011,$0,$27104.22,
15/9/2011,$0,$27104.22,
16/9/2011,$0,$27104.22,
17/9/2011,$0,$27104.22,
18/9/2011,$0,$27104.22,
19/9/2011,$0,$27104.22,
20/9/2011,$0,$27104.22,
21/9/2011,$0,$27104.22,
22/9/2011,$0,$27104.22,
23/9/2011,$0,$27104.22,
24/9/2011,$0,$27104.22,
25/9/2011,$0,$27104.22,
26/9/2011,$0,$27104.22,
27/9/2011,$0,$27104.22,
28/9/2011,$0,$27104.22,
29/9/2011,$0,$27104.22,
30/9/2011,$0,$27104.22,
1/10/2011,$0,$27104.22,
2/10/2011,$0,$27104.22,
3/10/2011,$0,$27104.22,
4/10/2011,$0,$27104.22,
5/10/2011,$0,$27104.22,
6/10/2011,$0,$27104.22,
7/10/2011,$0,$27104.22,
8/10/2011,$0,$27104.22,
9/10/2011,$0,$27104.22,
10/10/2011,$0,$27104.22,
11/10/2011,$0,$27104.22,
12/10/2011,$27048.00,$89.82,
13/10/2011,$26994.24,$89.82,
14/10/2011,$27455.68,$89.82,
15/10/2011,$27455.68,$89.82,
16/10/2011,$27455.68,$89.82,
17/10/2011,$26931.52,$89.82,
18/10/2011,$27457.92,$89.82,
19/10/2011,$27133.12,$89.82,
20/10/2011,$27251.84,$89.82,
21/10/2011,$27769.28,$89.82,
22/10/2011,$27769.28,$89.82,
23/10/2011,$27769.28,$89.82,
24/10/2011,$28109.76,$89.82,
25/10/2011,$27563.20,$89.82,
26/10/2011,$27843.20,$89.82,
27/10/2011,$28813.12,$89.82,
28/10/2011,$28806.40,$89.82,
29/10/2011,$28806.40,$89.82,
30/10/2011,$28806.40,$89.82,
31/10/2011,$28112.00,$89.82,
1/11/2011,$27328.00,$89.82,
2/11/2011,$27773.76,$89.82,
3/11/2011,$28280.00,$89.82,
4/11/2011,$28107.52,$89.82,
5/11/2011,$28107.52,$89.82,
6/11/2011,$28107.52,$89.82,
7/11/2011,$28282.24,$89.82,
8/11/2011,$28645.12,$89.82,
9/11/2011,$27587.84,$89.82,
10/11/2011,$27847.68,$89.82,
11/11/2011,$28371.84,$89.82,
12/11/2011,$28371.84,$89.82,
13/11/2011,$28371.84,$89.82,
14/11/2011,$28103.04,$89.82,
15/11/2011,$28241.92,$89.82,
16/11/2011,$27793.92,$89.82,
17/11/2011,$27352.64,$89.82,
18/11/2011,$27323.52,$89.82,
19/11/2011,$27323.52,$89.82,
20/11/2011,$27323.52,$89.82,
21/11/2011,$26803.84,$89.82,
22/11/2011,$26698.56,$89.82,
23/11/2011,$0,$26537.50,
24/11/2011,$0,$26537.50,
25/11/2011,$0,$26537.50,
26/11/2011,$0,$26537.50,
27/11/2011,$0,$26537.50,
28/11/2011,$0,$26537.50,
29/11/2011,$0,$26537.50,
30/11/2011,$0,$26537.50,
1/12/2011,$26493.64,$69.30,
2/12/2011,$26470.32,$69.30,
3/12/2011,$26470.32,$69.30,
4/12/2011,$26470.32,$69.30,
5/12/2011,$26758.64,$69.30,
6/12/2011,$26767.12,$69.30,
7/12/2011,$26866.76,$69.30,
8/12/2011,$26277.40,$69.30,
9/12/2011,$26722.60,$69.30,
10/12/2011,$26722.60,$69.30,
11/12/2011,$26722.60,$69.30,
12/12/2011,$26332.52,$69.30,
13/12/2011,$26086.60,$69.30,
14/12/2011,$25808.88,$69.30,
15/12/2011,$25902.16,$69.30,
16/12/2011,$0,$25982.06,
17/12/2011,$0,$25982.06,
18/12/2011,$0,$25982.06,
19/12/2011,$0,$25982.06,
20/12/2011,$0,$25982.06,
21/12/2011,$0,$25982.06,
22/12/2011,$0,$25982.06,
23/12/2011,$26036.34,$94.04,
24/12/2011,$26036.34,$94.04,
25/12/2011,$26036.34,$94.04,
26/12/2011,$26036.34,$94.04,
27/12/2011,$26056.94,$94.04,
28/12/2011,$25714.98,$94.04,
29/12/2011,$25980.72,$94.04,
30/12/2011,$25853.00,$94.04,
31/12/2011,$25853.00,$94.04,
1/1/2012,$25853.00,$94.04,
2/1/2012,$25853.00,$94.04,
3/1/2012,$26265.00,$94.04,
4/1/2012,$26306.20,$94.04,
5/1/2012,$26376.24,$94.04,
6/1/2012,$26308.26,$94.04,
7/1/2012,$26308.26,$94.04,
8/1/2012,$26308.26,$94.04,
9/1/2012,$26372.12,$94.04,
10/1/2012,$26600.78,$94.04,
11/1/2012,$26615.20,$94.04,
12/1/2012,$26679.06,$94.04,
13/1/2012,$26541.04,$94.04,
14/1/2012,$26541.04,$94.04,
15/1/2012,$26541.04,$94.04,
16/1/2012,$26541.04,$94.04,
17/1/2012,$26644.04,$94.04,
18/1/2012,$26938.62,$94.04,
19/1/2012,$27080.76,$94.04,
20/1/2012,$27181.70,$94.04,
21/1/2012,$27181.70,$94.04,
22/1/2012,$27181.70,$94.04,
23/1/2012,$27111.66,$94.04,
24/1/2012,$27080.76,$94.04,
25/1/2012,$27307.36,$94.04,
26/1/2012,$27167.28,$94.04,
27/1/2012,$27154.92,$94.04,
28/1/2012,$27154.92,$94.04,
29/1/2012,$27154.92,$94.04,
30/1/2012,$27062.22,$94.04,
31/1/2012,$27051.92,$94.04,
1/2/2012,$27288.82,$94.04,
2/2/2012,$27332.08,$94.04,
3/2/2012,$27715.24,$94.04,
4/2/2012,$27715.24,$94.04,
5/2/2012,$27715.24,$94.04,
